udise,school_name,block,cluster,grade,student_pseudo_id,subject,pct_correct
21150602701,DANGAPAL SS,Kishore Nagar,YJHS BAMUR,Grade 5,9,Odia,60.0
21150303101,BANARPAL SS,Banarpal,NUAHATA CLUSTER,Grade 5,22,Maths,80.0
21150116001,GOVT UPS PURUNAGARH,Anugola,Purunagarh,Grade 8,55,Odia,75.0
21150306101,"BENAGADIA HIGH SCHOOL,BENAGADIA",Banarpal,GOVT UPS GANDIBEDHA,Grade 8,14,Odia,45.0
21150606201,GOVT UPS DHAURAPALI,Kishore Nagar,GOVT UPS DHAURAPALI,Grade 8,29,Odia,55.0
21150100802,Govt U. P. S. Ganjada,Anugola,Antulia,Grade 8,1,SST,45.0
21150501501,GOVT H.S BADATRIBIDA,Kaniha,Govt High school Badatribida,Grade 8,3,Maths,80.0
21150509602,GOVT PS SARADHAPUR,Kaniha,Saradhapur,Grade 5,2,Maths,93.3
21150711801,GOVT UPS JENAPADA,Palalahada,Govt UPS JENAPADA,Grade 5,10,English,80.0
21150227801,GOVT.UPS MINDOL,Athamalik,GHODABANDHUNI UPS,Grade 8,4,Odia,65.0
21150405601,"Govt. Upper Primary School, Mamuria",Chhendipada,Chhendipada HS,Grade 8,11,Maths,65.0
21150312401,"GOVT.UPS,SANKERJANG",Banarpal,GOVT UPS GANDIBEDHA,Grade 5,14,Maths,80.0
21150719301,GOVT UPS SANBAGADARI,Palalahada,CHASAGURUJANG UPS,Grade 5,1,English,80.0
21150816201,Sanajorada UPS,Talachera,Gobara NHS,Grade 5,1,English,53.3
21150522901,"Govt,UPS,Bhaliabeda",Kaniha,SUSUBA,Grade 8,15,English,90.0
21150401701,"Govt. Primary School, Naupada",Chhendipada,Balipatta,Grade 5,9,Maths,40.0
21150232603,GOVT UPS THAKURGARH,Athamalik,THAKURGARH PS,Grade 8,3,Science,55.0
21150213001,TILESWAR PUPS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Grade 5,5,EVS,53.3
21150403401,"Govt. Primary School, Balinali",Chhendipada,Kukurpeta,Grade 5,2,EVS,46.7
21150722902,"Govt. ps, suabasa",Palalahada,Chungamatia,Grade 5,7,Maths,93.3
21150113903,Kumurisingha p s,Anugola,PNHS Kumurisingha,Grade 5,19,EVS,46.7
21150710701,Govt PS Mahalasarua,Palalahada,Sahargurujanga,Grade 5,5,EVS,40.0
21150419002,TUKUDA HIGH SCHOOL,Chhendipada,OGI UGHS,Grade 8,15,English,40.0
21150118701,PURUNAKOTE NODAL HS,Anugola,Purunakote PS,Grade 8,10,SST,65.0
21150510703,GOVT HS DERANG,Kaniha,DERANG,Grade 8,6,Science,45.0
21150120201,GOVT U.G.H.S SANKHAPUR,Anugola,BANTALA,Grade 5,13,English,80.0
21150519801,GOVT.UPS PABITRANAGAR,Kaniha,Govt UPS Pabitranagar,Grade 8,21,SST,80.0
21150105301,Govt.primary school Sabalabhanga,Anugola,PNHS Kumurisingha,Grade 5,33,Odia,73.3
21150401204,"Govt. Upper Primary School, Rathasahi",Chhendipada,Balipatta,Grade 8,23,Odia,55.0
21150809201,PANCHHYAT NODAL HS,Talachera,"PNHS,PADIABHANGA",Grade 8,4,English,35.0
21150704701,GOVT UPS KORADA,Palalahada,BATISUAN,Grade 8,1,SST,40.0
21150819102,"N K Vidyapitha ,Southbalanda",Talachera,Gobara NHS,Grade 8,40,English,30.0
21150708401,"H.K.Mahatab Govt.UPS,Iswarnagar",Palalahada,HK Mahatab ups Iswaranagar,Grade 8,7,SST,45.0
21150725901,"LNGHS, SANKHAMUR",Palalahada,"LNGHS, Sankhamur",Grade 8,64,SST,50.0
21150303102,BONDA UPS,Banarpal,NUAHATA CLUSTER,Grade 8,24,SST,45.0
21150229651,GPHS SAPAGHARA,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 8,33,SST,25.0
21150111701,SOMANTHPUR PS,Anugola,KHAMAR PS CLUSTER,Grade 5,8,Odia,86.7
21150713801,KHEMALA NODAL UPS,Palalahada,Barkotia ups,Grade 5,6,English,86.7
21150411402,"Govt. Primary School, Kushakila",Chhendipada,Balipatta,Grade 5,4,Odia,100.0
21150211501,Govt. UPS Naikpada,Athamalik,Kiakata PS,Grade 8,16,Science,60.0
21150614702,"GOVT UPS, ICHHAPUR",Kishore Nagar,"Govt PS, Kanteikulia",Grade 8,12,Science,85.0
21150303702,BUDHAPANK HIGH SCHOOL,Banarpal,GOTAMARA,Grade 8,3,Science,50.0
21150815305,Pravakar NUPS,Talachera,Biharipur PUPS,Grade 5,12,EVS,53.3
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Grade 8,49,SST,45.0
21150405101,"Block Colony Govt. Upper Primary School, Chhendipada",Chhendipada,Chhendipada HS,Grade 5,9,Odia,86.7
21150704402,GOVT UPS BATISUAN,Palalahada,BATISUAN,Grade 8,18,Science,40.0
21150817801,KANDHABERENI ASHARAM SCHOOL,Talachera,Kalapat pups,Grade 8,16,SST,70.0
21150723602,GOVT PECHAMUNDI NODAL UPS DALO,Palalahada,KANTALA,Grade 5,8,Odia,86.7
21150314301,TALMUL PATANA UPS,Banarpal,MAHIDHARPUR HS,Grade 5,8,English,66.7
21150412804,"Govt. Upper Primary School, Ambapal Natada",Chhendipada,Govt UPS PARANGA,Grade 8,3,Science,95.0
21150605701,M M GOVT UPS NATADA,Kishore Nagar,GOVT UPS KENDUNALI,Grade 8,14,Odia,30.0
21150721101,SGPHS LAXMIPRIYAPUR,Palalahada,Saida,Grade 8,30,SST,65.0
21150411101,"Govt. Primary School, Nuamauza",Chhendipada,Kukurpeta,Grade 5,10,EVS,66.7
21150405901,"Govt. Upper Primary School, Tangirisahi",Chhendipada,DURGAPUR NUPS,Grade 8,18,English,50.0
21150403401,"Govt. Primary School, Balinali",Chhendipada,Kukurpeta,Grade 5,2,Maths,80.0
21150410101,"Govt. Primary School, Jaltap",Chhendipada,KOSALA PS,Grade 5,2,English,60.0
21150116101,M.M PATNA PUPS,Anugola,Purunagarh,Grade 8,2,Maths,80.0
21150100152,"Panchayat High School, Angarbandha",Anugola,Jhatakipasi,Grade 8,21,Odia,60.0
21150507601,GOVT.UGHS BIRU,Kaniha,Govt UPS Pabitranagar,Grade 8,5,Science,85.0
21150108001,GOVT UGHS Dhokuta,Anugola,BANTALA,Grade 8,14,Odia,65.0
21150311301,SAKOSINGHA UPS,Banarpal,Sakosingha UPS,Grade 5,13,Odia,93.3
21150311301,SAKOSINGHA UPS,Banarpal,Sakosingha UPS,Grade 5,24,Odia,100.0
21150419002,TUKUDA HIGH SCHOOL,Chhendipada,OGI UGHS,Grade 8,23,Maths,45.0
21150101501,BADAKANTAKUL GP HS,Anugola,Badakantakul,Grade 8,12,SST,30.0
21150708571,Nabajyati UPS Kerejanga,Palalahada,HK Mahatab ups Iswaranagar,Grade 8,79,English,40.0
21150501801,GOVT UPS HARICHANDANPUR,Kaniha,Govt High school Badatribida,Grade 8,5,Maths,65.0
21150707801,GOVT UPS RAGHUNATHPUR,Palalahada,GOVT PS INJIDI,Grade 5,7,Odia,100.0
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Grade 8,34,Science,55.0
21150202501,Jagannath ups,Athamalik,Ambasarmunda,Grade 8,16,SST,30.0
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Grade 8,2,English,85.0
21150400302,"Govt. High School, Bahalasahi",Chhendipada,Govt UGHS Bahalasahi,Grade 8,5,Science,65.0
21150618701,"Govt. Upper Primary School, Gobindapur",Kishore Nagar,KISHOREGANJ,Grade 8,4,Science,55.0
21150310302,GOVT. UGHS NUAHATA,Banarpal,NUAHATA CLUSTER,Grade 8,15,English,65.0
21150309103,GOVT UPS KURUDOL,Banarpal,GOVT UPS TURANG,Grade 5,9,Odia,73.3
21150520203,"Project High School, Rengali Dam Site",Kaniha,HATIADANDA,Grade 8,11,Science,35.0
21150405901,"Govt. Upper Primary School, Tangirisahi",Chhendipada,DURGAPUR NUPS,Grade 8,7,Maths,80.0
21150314504,Talmul Tanlasahi PS,Banarpal,MAHIDHARPUR HS,Grade 5,4,EVS,66.7
21150501601,GOVT U.G.H.S BARIHAPUR,Kaniha,Govt High school Badatribida,Grade 5,3,Odia,100.0
21150226702,Govt UPS Purunamantir,Athamalik,NILAKANTHAPADA UPS,Grade 5,7,Maths,53.3
21150230501,"RADHAKRISHNA HS,TAPADHOL",Athamalik,TAPADHOL,Grade 8,19,SST,90.0
21150414301,"Govt. Primary School, Nuagaon Telisahi",Chhendipada,Kanaloi ups,Grade 5,11,English,60.0
21150418071,BARALA BALUNKESWAR HS,Chhendipada,Patakumunda NHS,Grade 8,4,Maths,90.0
21150304102,Fulapada ups,Banarpal,Fulapada ups,Grade 8,22,Odia,90.0
21150713601,GOVT UPS BARKOTIA,Palalahada,Barkotia ups,Grade 8,4,Maths,60.0
21150402802,"Govt. Upper Primary School, Khamar",Chhendipada,KHAMAR NUPS,Grade 8,47,SST,70.0
21151101303,Jubaraj HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,2,Science,50.0
21150403171,Radhamadhab HS,Chhendipada,Basantapur NUPS,Grade 8,12,English,55.0
21150718201,Mahatab HS,Palalahada,Town Girls' UPS,Grade 8,13,Science,60.0
21150725801,Govt UPS Ranja,Palalahada,"LNGHS, Sankhamur",Grade 8,6,Odia,85.0
21150813601,KANDHAL PS,Talachera,TALABEDA UPS,Grade 5,11,EVS,13.3
21150213001,TILESWAR PUPS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Grade 8,6,Odia,70.0
21150608901,GOVT PS PRATAPPUR,Kishore Nagar,Handapa PS,Grade 5,3,Maths,26.7
21150512501,"GOVT UP SCHOOL, DUMUDUMA",Kaniha,DUMUDUMA,Grade 8,23,SST,55.0
21150618301,"Govt. Primary School, Gunthapada",Kishore Nagar,KISHOREGANJ,Grade 5,8,English,66.7
21150618701,"Govt. Upper Primary School, Gobindapur",Kishore Nagar,KISHOREGANJ,Grade 8,9,Maths,80.0
21150513903,PANCHAYAT H.S JARADA,Kaniha,GOVT UPS JARADA,Grade 8,9,English,50.0
21150806406,Ghantapada NHS,Talachera,Ghantapada NHS,Grade 8,14,Science,25.0
21150307601,HH GOVT. HS KUKUDANG,Banarpal,HARIHAR GOVT. HS KUKUDANG,Grade 8,17,Science,60.0
21150602701,DANGAPAL SS,Kishore Nagar,YJHS BAMUR,Grade 5,1,Maths,86.7
21150207302,Govt U.P.S Kampala,Athamalik,KANDHAPADA NUPS,Grade 5,3,EVS,60.0
21150606952,"Maa Maheswari High School,Boinda",Kishore Nagar,KISHOREGANJ,Grade 8,29,English,75.0
21150600102,"GOVT. PS,AMBAPAL",Kishore Nagar,Ambapal High school,Grade 5,1,Odia,100.0
21150516501,Govt. PS Kaniha,Kaniha,Govt PS kaniha,Grade 5,13,Odia,46.7
21150901701,PTC NODAL HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,74,Science,50.0
21150122501,KALAPAT HS,Anugola,GADATARAS,Grade 8,2,Maths,90.0
21150516502,"PM SHRI PABITRA MOHAN GOVT. HIGHER SECONDARY SCHOOL, KANIHA",Kaniha,Govt PS kaniha,Grade 8,31,Maths,50.0
21150805601,Jandabahal PS,Talachera,Biharipur PUPS,Grade 5,8,Odia,100.0
21150200201,GOVT.UPS ANANTAPALI,Athamalik,KUTESWAR UPS,Grade 8,9,Odia,75.0
21150300905,KENDUPATNA PS,Banarpal,HARIHAR GOVT. HS KUKUDANG,Grade 5,14,English,0.0
21150718204,Town Model PS,Palalahada,Town Girls' UPS,Grade 5,6,EVS,20.0
21150400302,"Govt. High School, Bahalasahi",Chhendipada,Govt UGHS Bahalasahi,Grade 5,1,Odia,86.7
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Grade 8,15,English,15.0
21150711402,Govt ups Sahargurujanga,Palalahada,Sahargurujanga,Grade 8,9,SST,40.0
21150414602,"Govt. Primary School, Para Nuasahi",Chhendipada,OGI UGHS,Grade 5,18,EVS,80.0
21150208301,Govt U.P.S Kandhapada,Athamalik,KANDHAPADA NUPS,Grade 8,24,Science,55.0
21150609502,"Govt. Primary School, Himitira",Kishore Nagar,"GOVT UPS, HIMITIRA",Grade 5,22,English,86.7
21150802301,Brajanathpur UPS,Talachera,Brajanathpur UPS,Grade 8,16,Science,60.0
21150521401,PM SHREE GOVT HS SAMALBARRAGE,Kaniha,GOVT PS SAMAL,Grade 5,6,EVS,66.7
21150114501,"GOVT. UPS, KANDHAKOILI",Anugola,Saradhapur,Grade 5,9,English,66.7
21150205351,Jamudoli GPHS,Athamalik,"BINIKEYEE NHS,LUHASINGA",Grade 8,16,Maths,90.0
21150507601,GOVT.UGHS BIRU,Kaniha,Govt UPS Pabitranagar,Grade 8,5,English,60.0
21150215401,Govt PS Bankual,Athamalik,"BINIKEYEE NHS,LUHASINGA",Grade 5,4,English,46.7
21150509601,KANAKESWARI GOVT HS SARADHAPUR,Kaniha,Saradhapur,Grade 8,9,SST,85.0
21150708571,Nabajyati UPS Kerejanga,Palalahada,HK Mahatab ups Iswaranagar,Grade 8,16,English,35.0
21150100152,"Panchayat High School, Angarbandha",Anugola,Jhatakipasi,Grade 8,45,Odia,45.0
21150409651,Korada GP HS,Chhendipada,korada ups,Grade 8,24,Odia,35.0
21150411201,"Govt. Primary School, Phuljhari",Chhendipada,Kukurpeta,Grade 5,2,English,80.0
21150703702,"JAMARADIHI ASHRAM SCHOOL,JAMARADIHI",Palalahada,Jagannath Govt HS Itee,Grade 5,5,Maths,46.7
21150115001,"Govt.UGHS,Manikajodi",Anugola,Saradhapur,Grade 5,5,EVS,66.7
21150108401,Govt PS Bhubanpur,Anugola,BANTALA,Grade 5,3,Maths,86.7
21150709602,GOVT UPS JHARBEDA,Palalahada,GOVT UPS JHARBEDA,Grade 8,2,Science,25.0
21150712751,GOVT AGHS ODASH,Palalahada,Govt UPS JENAPADA,Grade 8,12,Maths,65.0
21150313901,"PM SHRI TALMUL HIGH SCHOOL , TALMUL",Banarpal,MAHIDHARPUR HS,Grade 8,9,Odia,55.0
21150116101,M.M PATNA PUPS,Anugola,Purunagarh,Grade 5,19,Odia,33.3
21150523402,"Govt.UPS,Susuba",Kaniha,SUSUBA,Grade 8,2,English,95.0
21150704101,GOVT UPS PATTAMUND,Palalahada,Jagannath Govt HS Itee,Grade 5,1,Odia,80.0
21150501801,GOVT UPS HARICHANDANPUR,Kaniha,Govt High school Badatribida,Grade 8,1,Odia,75.0
21150311004,KUIO REHABILITATION PS,Banarpal,Sakosingha UPS,Grade 5,2,English,60.0
21150226601,Govt. UPS. Odasinga,Athamalik,ODASINGA UPS,Grade 8,13,Maths,30.0
21150805301,Biharipur PUPS,Talachera,Biharipur PUPS,Grade 8,3,Odia,55.0
21150414501,"Govt. High School, OGI",Chhendipada,OGI UGHS,Grade 5,18,Odia,60.0
21150709501,GOVT PS JHARALO,Palalahada,GOVT UPS JHARBEDA,Grade 5,2,Maths,80.0
21150900201,SHIKSHYAKAPADA UPS,Anugola,Amalapada ps,Grade 5,6,English,20.0
21150101503,JAMUGADIA PUPS,Anugola,Badakantakul,Grade 5,11,English,86.7
21150226801,Govt. UPS. Rajing,Athamalik,ODASINGA UPS,Grade 8,6,Maths,65.0
21150901801,GOVT GIRLS HIGH SCHOOL ANGUL,Anugola,Amalapada ps,Grade 8,14,Odia,65.0
21150305801,GOVT UPS BISWANATHPUR,Banarpal,GOTAMARA,Grade 5,2,EVS,73.3
21150309801,SERENABEDA P.U.P.S.,Banarpal,MAHIDHARPUR HS,Grade 8,9,Odia,75.0
21150806406,Ghantapada NHS,Talachera,Ghantapada NHS,Grade 8,10,English,15.0
21150716551,SIBIDA PVTG GIRLS HS,Palalahada,Govt. UPS SIBIDA,Grade 8,26,SST,25.0
21150102502,CHAMPATIMUNDA PROJECT UPS,Anugola,BADAKERA UPS,Grade 8,13,Odia,40.0
21150708571,Nabajyati UPS Kerejanga,Palalahada,HK Mahatab ups Iswaranagar,Grade 8,59,English,20.0
21150520101,"Govt.UPS,Hatiadanda",Kaniha,HATIADANDA,Grade 8,51,SST,70.0
21150407101,"Govt. Primary School, Haribereni",Chhendipada,Govt UGHS Bahalasahi,Grade 5,3,Odia,73.3
21151100503,P C MODEL UPS,Talachera,Baghuabol Nups,Grade 5,9,Odia,73.3
21150415301,"Govt. Upper Primary School, Ramadiha",Chhendipada,Govt UPS PARANGA,Grade 5,1,Odia,86.7
21150718201,Mahatab HS,Palalahada,Town Girls' UPS,Grade 8,64,Science,10.0
21150307451,Paratara HS,Banarpal,Kumanda Jarasingha Cluster,Grade 8,18,English,70.0
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Grade 8,7,Science,95.0
21150228301,GOVT.UPS TALEIPATHAR,Athamalik,GHODABANDHUNI UPS,Grade 5,13,Maths,33.3
21150307002,Kanjara NUPS,Banarpal,Fakir Charan UP School Tubey Cluster,Grade 8,4,English,35.0
21150708801,Malyagiri Govt High School,Palalahada,HK Mahatab ups Iswaranagar,Grade 8,31,Odia,40.0
21150515601,GOVT UPS NAKANAKA,Kaniha,GOVT UPS JARADA,Grade 5,9,English,46.7
21150602201,"Govt. Upper Primary School, Turuda",Kishore Nagar,Govt ups Angapada Turuda,Grade 5,29,EVS,86.7
21150105751,Bantala Girls HS,Anugola,BANTALA,Grade 8,20,Odia,60.0
21151000801,PULESWAR PS,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 5,1,EVS,60.0
21150113903,Kumurisingha p s,Anugola,PNHS Kumurisingha,Grade 5,34,English,53.3
21150410801,KUKURPETA UCHA BIDYAPITHA,Chhendipada,Kukurpeta,Grade 8,27,English,20.0
21150519801,GOVT.UPS PABITRANAGAR,Kaniha,Govt UPS Pabitranagar,Grade 5,14,Maths,60.0
21150311001,KUIO-JAMUNALI UPS,Banarpal,Sakosingha UPS,Grade 8,38,Maths,65.0
21150413101,"Govt. Upper Primary School, Kaliakata",Chhendipada,Kankarei UPS,Grade 8,9,SST,35.0
21150723101,"Govt. ups, rangiapal",Palalahada,Chungamatia,Grade 8,10,Odia,70.0
21150111501,KHALARI HS,Anugola,KHAMAR PS CLUSTER,Grade 8,32,SST,60.0
21150717501,Namapasi Govt.UGHS,Palalahada,KANTALA,Grade 5,1,EVS,80.0
21150403802,"Govt. Upper Primary School, Brahmanabil",Chhendipada,GOVT UPS BRAHMANBIL,Grade 8,8,Maths,85.0
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Grade 8,9,Science,65.0
21150410802,"Govt. Upper Primary School, Kukurpeta",Chhendipada,Kukurpeta,Grade 5,15,EVS,86.7
21150401203,"Govt. High School, Balipata",Chhendipada,Balipatta,Grade 8,5,Science,25.0
21150705601,GOVT UPS UDAYAPUR,Palalahada,CHASAGURUJANG UPS,Grade 5,9,Odia,60.0
21150402002,"Govt. High School, Barapada",Chhendipada,korada ups,Grade 8,20,English,80.0
21150403802,"Govt. Upper Primary School, Brahmanabil",Chhendipada,GOVT UPS BRAHMANBIL,Grade 5,9,Odia,93.3
21150519001,"Jagamohan H S , Kuluma",Kaniha,HATIADANDA,Grade 5,8,Odia,80.0
21150110701,TAKARSINGHA PUPS,Anugola,Jagannathpur,Grade 8,7,Odia,40.0
21150506402,Govt ups Gadasila,Kaniha,GADASILA UPS Kaniha,Grade 8,13,Odia,55.0
21150419103,"Govt. Primary School, Bhabagrahipur",Chhendipada,Jereng Dehuri Sahi UGHS,Grade 5,1,Maths,93.3
21150101401,BADAKANTAKUL NUPS,Anugola,Badakantakul,Grade 8,9,Maths,80.0
21150112902,Kothabhuin UPS,Anugola,Tainsi Cluster,Grade 5,10,Maths,73.3
21150602902,GOVT UPS JAMUNALI,Kishore Nagar,GOVT UPS DHAURAPALI,Grade 5,4,Odia,66.7
21150615601,GOVT UPS BAISINA,Kishore Nagar,Handapa PS,Grade 5,1,Odia,53.3
21150901101,COLLEGEPADA UPS,Anugola,Collegepada,Grade 8,19,Maths,55.0
21150705201,Govt ups Tiribi,Palalahada,Sahargurujanga,Grade 8,5,SST,80.0
21150606501,GOVT HS KISHORE NAGAR,Kishore Nagar,GOVT UPS DHAURAPALI,Grade 8,8,Odia,45.0
21150410303,"Govt. High School, Kosala",Chhendipada,KOSALA PS,Grade 8,100,English,35.0
21150402802,"Govt. Upper Primary School, Khamar",Chhendipada,KHAMAR NUPS,Grade 8,15,Maths,40.0
21150901901,UTTARPADA NUPS,Anugola,Amalapada ps,Grade 5,20,English,100.0
21151000401,GOVT PS TANGIANISA,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 5,8,Odia,93.3
21150713801,KHEMALA NODAL UPS,Palalahada,Barkotia ups,Grade 5,2,English,80.0
21150207901,Govt U.P.S Baradakata,Athamalik,KANDHAPADA NUPS,Grade 8,8,SST,60.0
21150409801,"Govt. Upper Primary School, Bahiali Kosala",Chhendipada,KOSALA PS,Grade 5,29,Maths,86.7
21150410304,"Govt. Primary School, Kosala",Chhendipada,KOSALA PS,Grade 5,9,Odia,93.3
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Grade 8,9,Odia,40.0
21150121101,Saradhapur(P)U.P.S,Anugola,Saradhapur,Grade 5,7,Maths,53.3
21150301301,PINGUA NODAL UPS,Banarpal,BALARAMPMRASAD HS,Grade 5,5,Maths,73.3
21150117602,NANDAPUR UPS,Anugola,Purunagarh,Grade 8,13,Odia,95.0
21150603401,GOVT PS NAKTINALI,Kishore Nagar,GOVT UPS DHAURAPALI,Grade 5,6,Odia,73.3
21150607101,"GOVT PS, DHUNDI",Kishore Nagar,JGHS BILEINALI,Grade 5,2,Maths,86.7
21150614601,"GOVT. UPS, HINJIRIDA",Kishore Nagar,"Govt PS, Kanteikulia",Grade 8,3,SST,95.0
21150111901,KHINDA UPS,Anugola,GADATARAS,Grade 5,2,Odia,86.7
21150523101,"Govt.UPS,Gengutia",Kaniha,SUSUBA,Grade 5,12,English,100.0
21150717102,GOVT UPS JAMARA SAHARASAHI,Palalahada,KANTALA,Grade 5,3,EVS,26.7
21150900201,SHIKSHYAKAPADA UPS,Anugola,Amalapada ps,Grade 8,11,Science,25.0
21150219501,Govt. PS Sorishpank,Athamalik,GOVT. NUPS MADHAPUR,Grade 5,4,Odia,93.3
21150414901,"Govt. Primary School, Bhubanpur",Chhendipada,Govt UPS PARANGA,Grade 5,21,Odia,80.0
21150722201,RAJDANG HIGH SCHOOL,Palalahada,Govt ups kunjam,Grade 8,15,English,90.0
21150102201,SARUALI PS,Anugola,Badakantakul,Grade 5,5,Maths,73.3
21150618501,"Govt. Primary School, Luhamunda",Kishore Nagar,KISHOREGANJ,Grade 5,19,EVS,73.3
21150816101,Natidi PS,Talachera,BADAJORADA NUPS,Grade 5,1,Maths,93.3
21150412802,"Govt. Primary School, Natada",Chhendipada,Govt UPS PARANGA,Grade 5,4,Odia,80.0
21150510704,GOVT UPS DERANG,Kaniha,DERANG,Grade 5,8,Odia,86.7
21150227201,GOVT.UPS GHODABANDHUNI,Athamalik,GHODABANDHUNI UPS,Grade 5,9,Odia,93.3
21150601601,"Govt. Primary School, Angapada",Kishore Nagar,Govt ups Angapada Turuda,Grade 5,14,Maths,73.3
21150723601,NABAJYOTI PANCHAYAT HS DALO,Palalahada,KANTALA,Grade 8,3,SST,80.0
21150226801,Govt. UPS. Rajing,Athamalik,ODASINGA UPS,Grade 8,4,Odia,65.0
21150402802,"Govt. Upper Primary School, Khamar",Chhendipada,KHAMAR NUPS,Grade 8,85,Science,15.0
21150307401,"Govt.,u.p.s,Paratara",Banarpal,Kumanda Jarasingha Cluster,Grade 5,17,EVS,80.0
21150621801,GOVT.PS BATIMUNDA,Kishore Nagar,Govt UPS Sanjamura,Grade 5,6,English,66.7
21150808601,Chainpal PS,Talachera,"PNHS,PADIABHANGA",Grade 5,8,Maths,46.7
21150523802,GOVT UPS TALAPADA,Kaniha,GOVT PS POIPAL,Grade 5,5,English,73.3
21150401204,"Govt. Upper Primary School, Rathasahi",Chhendipada,Balipatta,Grade 8,27,SST,50.0
21150313002,"Govt UPS, Maratira",Banarpal,Brajamohan nups,Grade 8,30,SST,95.0
21150402802,"Govt. Upper Primary School, Khamar",Chhendipada,KHAMAR NUPS,Grade 5,38,Maths,13.3
21150700601,GOVT.PS NUAGAON,Palalahada,Govt.UPS Munduribeda,Grade 5,1,English,33.3
21150103201,GOVT. UGHS BALANGA,Anugola,Jagannathpur,Grade 8,12,Odia,50.0
21150516701,Govt. UPS Bhuinpur Masunihata,Kaniha,Govt PS kaniha,Grade 8,8,SST,80.0
21150520101,"Govt.UPS,Hatiadanda",Kaniha,HATIADANDA,Grade 8,31,Maths,70.0
21150304903,RAMESWAR UPS,Banarpal,Garhsantri Gov't UPS,Grade 8,7,English,15.0
21150310102,JORAGADIA PUPS,Banarpal,NUAHATA CLUSTER,Grade 5,1,EVS,100.0
21151101303,Jubaraj HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,21,Science,40.0
21150902401,Shyamasundarpur PS,Anugola,Collegepada,Grade 5,14,Odia,93.3
21150713801,KHEMALA NODAL UPS,Palalahada,Barkotia ups,Grade 8,3,English,60.0
21150816302,Chitalpur PUPS,Talachera,Gopalprasad NHS,Grade 5,4,Odia,80.0
21150610001,Govt PS Chatiamal,Kishore Nagar,Govt UPS Jairat,Grade 5,6,Odia,73.3
21150703101,BANDHABHUIN SS,Palalahada,Jagannath Govt HS Itee,Grade 5,2,Odia,73.3
21150119103,PANCHAYAT HIGH SCHOOL RANTALEI,Anugola,BADAKERA UPS,Grade 8,18,English,85.0
21150706803,GOVT UPS RANJO,Palalahada,BATISUAN,Grade 5,8,English,86.7
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Grade 8,17,SST,20.0
21150100601,BHALUMUNDA PS,Anugola,Antulia,Grade 5,1,Odia,93.3
21150902201,ANUL GOVT HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,40,Odia,80.0
21150200102,GOVT.NUPS AIDA,Athamalik,KUTESWAR UPS,Grade 8,34,English,85.0
21150806701,Gobara NHS,Talachera,Gobara NHS,Grade 5,5,Odia,100.0
21150306402,KANDASAR UPS,Banarpal,KANDASAR,Grade 5,1,EVS,0.0
21150608203,"MAHANADI GOVT HIGH SCHOOL, HANDAPA",Kishore Nagar,Handapa PS,Grade 8,1,Maths,90.0
21150404301,"Govt. Upper Primary School, Takua",Chhendipada,GOVT UPS BRAHMANBIL,Grade 5,2,EVS,86.7
21150303103,PBK HS,Banarpal,NUAHATA CLUSTER,Grade 8,20,SST,60.0
21150419007,"Govt. Primary School, Tukuda Godarasahi",Chhendipada,DURGAPUR NUPS,Grade 5,18,Odia,40.0
21150901701,PTC NODAL HIGH SCHOOL,Anugola,Amalapada ps,Grade 5,22,Odia,60.0
21150811003,KALAMACHHUIN UPS,Talachera,Kalamachhuin UPS,Grade 5,9,English,53.3
21150307201,"Govt.u.p.s,Karadagadia",Banarpal,Kumanda Jarasingha Cluster,Grade 5,11,Maths,73.3
21150313901,"PM SHRI TALMUL HIGH SCHOOL , TALMUL",Banarpal,MAHIDHARPUR HS,Grade 5,15,EVS,60.0
21150305201,Garhsantri UPS,Banarpal,Garhsantri Gov't UPS,Grade 5,5,Odia,26.7
21150406502,"Govt. Upper Primary School, Bhagirathipur",Chhendipada,Jereng Dehuri Sahi UGHS,Grade 8,8,Maths,70.0
21150110402,JAGANNATHPUR UPS,Anugola,Jagannathpur,Grade 5,13,English,46.7
